"","estc_ids","title_1","title_2","pub_year","work_id"
"909","R9476","['The spirit of prelacie, yet working. Or, Truth from under a cloud,']","['in a relation, of that great, and publike contestation had in Glocester, July, 1644. Written then, and now published, as it were of necessity. Together, with a postscript, containing some generall and perticular observations, upon Master Edwards his Gangræna. By Robert Bacon, M.A. minister of the Gospel.']",1646,"139967-spirit of prelacie yet working or truth from under cloud in relation of that great and publike contestation had in glocester july 1644"
"910","R207030","['A taste of the spirit of God, and of this vvorld, as they have appeared in opposition heretofore, so now latest of all at New-Windsor.']","['Occasioned through the violence, and reproach of evil men, against the temple and tabernacle of God, and them that dwel therein. Presented in a narrative to the honourable committee, for the propagating the Gospel. By Robert Bacon, preacher by the allowance of God, and the nation, now these five years there.']",1652,"139964-a taste of spirit of god and of this vvorld as they have appeared in opposition heretofore so now latest of all at new-windsor occasioned through violence and reproach of evil men against temple and tabernacle of god and them that dwel therein"
"911","R204791","['An ansvver to twenty eight queries, sent out by Francis Harris to those people he calls Quakers:']","['wherein his spirit is tryed, to be contrary to that spirit that was in all the children of Light, by his own words and infallible proof: his slanders being removed, his queries are groundless: and so the truth cleared, in the sight of the least of the Lords people. Written in defence of the truth: and for the freeing the Israelite out of the hand of the Ægyptian. J.N.']",1655,"105049-an ansvver to twenty eight queries sent out by francis harris to those people he calls quakers wherein his spirit is tryed to be contrary to that spirit that was in all children of light by his own words and infallible proof his slanders being removed his queries are groundless and so truth cleared in sight of least of lords people"
"912","R18577","['The common salvation contended for, and the faith which was once delivered to the saints· Or, An answer to a book called a plain answer to eighteen queries of Iohn Whitehead, put forth by William Kays, who calls himself minister of the Gospel at Stokesly;']","['wherein he hath perverted the faith once delivered to the saints, and pleads for those things which the Scripture declares against, and so he is made manifest, not to be a minister of the everlasting Gospel, but preachesanother sic Gospel. The queries laid down, and the substance of his answer, with a reply to his answer. By one who is a friend to all, who wait for the appearance of Iesus Christ without sin to salvation, known to the world by the name. Francis Howgill.']",1655,"145403-common salvation contended for and faith which was once delivered to saints· or answer to book called plain answer to eighteen queries of iohn whitehead put forth by william kays who calls himself minister of gospel at stokesly wherein he hath perverted faith once delivered to saints and pleads for those things which scripture declares against and so he is made manifest not to be minister of everlasting gospel but preachesanother sic gospel"
"913","R208677","['The marrow of Christianity: or, A spirituall discoverie of some principles of truth,']","['meet to be known of all the saints; represented in ten sections. By T. Collier, minister of the gospel. Whereunto is added an epistle, written by M. Saltmarsh.']",1647,NA
"914","R222623","['An exposition with practicall observations; continued upon the eleventh, twelfth, thirteenth and fourteenth chapters of the book of Job.']","['Being the summe of XXXV. lectures, delivered at Magnus near the Bridge, London. By Joseph Caryl preacher of the Word, and pastor of th congregation there.']",1649,"10440-an exposition with practical observations continued vpon fourth fifth sixth and seventh chapters of book of job being substance of xxxv"
"915","R37231","['A further testimony to the glory that is near.']","['Being the summe of what was delivered in publique on severall texts. By Joshua Sprigge.']",1649,"121747-a further testimony to glory that is near being summe of what was delivered in publique on severall texts"
"916","R206890","['The trumpet of the Lord sounded, and his sword drawn, and the separation made between the precious and the vile;']","['and the vineyard of the Lord dressed by his own husbandmen, and the dead trees cut down, and all the mystery of witchcraft discovered in all professions: by them who have come thorow great tribulation, whose garments have been washed in the blood of the lamb; who are accounted as the off-scowring of all things for Christs sake, scornfully called by the world Quakers.']",1654,"126886-trumpet of lord sounded and his sword drawn and separation made between precious and vile and vineyard of lord dressed by his own husbandmen and dead trees cut down and all mystery of witchcraft discovered in all professions by them who have come thorow great tribulation whose garments have been washed in blood of lamb who are accounted as off-scowring of all things for christs sake scornfully called by world quakers"
"917","R4192","['Concerning the election of grace. Or Of Gods will towards man. Commonly called predestination.']","['That is, how the texts of Scripture are to be understood which treat of fallen lost Adam, and of the new birth from Christ. Being a short declaration and introduction concerning the highest ground, shewing how man may attain divine skill and knowledge. Written in the German tongue, anno 1623. By Jacob Behme. Teutonicus philosophus.']",1655,"27117-von der gnadenwahl"
"918","R209287","['The heads and substance of a discourse;']","['first private, and afterwards publike; held in Axbridge, in the county of Somerset, about the 6th of March, 1650. Between Iohn Smith of Badgworth, and Charls Carlile of Bitsham, &amp;c. on the one part; and Thomas Collier of Westbury o the other. Things they are of weight and highest concernment. Published by the said Tho. Collier of Westbury.']",1651,NA
"919","R42782","['The marrow of modern divinity.']","['Touching both the covenant of works, and the covenant of grace: with their use and end, both in the time of the Old Testament, and in the time of the New. Wherein every one may cleerly see how far forth he bringeth the law into the case of justification, and so deserveth the name of legalist: and how far forth he rejecteth the law, in the case of sanctification, and so deserveth the name of antinomist. With the middle path between them both, which by Jesus Christ, leadeth to eternall life. In a dialogue, betwixt Evangelista, a minister of the gospel, Nomista, a legalist, Antinomista, an antinomian. And Neophitus, a young Christian.']",1646,"388-marrow of modern divinity"
"920","R19463","['The royall law, and covenant of God.']","['What, and where it is, and who are in it: and who are reprobate to the faith.']",1655,"105066-royall law and covenant of god what and where it is and who are in it and who are reprobate to faith"
"921","R208849","['Certain queries, or considerations presented to the view of all that desire reformation of grievances. Comprised in these heads following. 1. A new representative. 2. Concerning adultery and whoredom, cursing, swearing, blasphemy, &amp;c. 3. Reforming the custom houses, and excis offices. 4. About old holy dayes. 5. Regulating doctors and chirurgions, and lawyers boundless fees. 6. The putting down tythes, and to have a constant, equal maintenance for the ministry, and schools other wayes. 7. About reforming the City of London. 8. Concerning monopolizing post letters, and other things. 9. Concerning copy hold land. 10. Concerning law suits, and lawyers. 11. The putting down all friars. 12. About the calling of the Jews. 13. Concerning murtherers and felons, and such like capitol offenders. By D. T. A well-wisher to publike reformation.']","NA",1651,"197276-certain queries or considerations presented to view of all that desire reformation of grievances comprised in these heads following 1 new representative 2 concerning adultery and whoredom cursing swearing blasphemy 3 reforming custom houses and excis offices 4 about old holy dayes 5 regulating doctors and chirurgions and lawyers boundless fees 6 putting down tythes and to have constant equal maintenance for ministry and schools other wayes 7 about reforming city of london 8 concerning monopolizing post letters and other things 9 concerning copy hold land 10 concerning law suits and lawyers 11 putting down all friars 12 about calling of jews 13 concerning murtherers and felons and such like capitol offenders by d t well-wisher to publike reformation "
"922","R201725","['Meditations upon 1 Sam. 26. 19.']","['Humbly presented to the Common-Councel of London, for their serious rumination. By their servant for their good, Henry Burton.']",1647,"83630-meditations upon 1 sam 26 19 humbly presented to common-councel of london for their serious rumination"
"923","R206366","['A discourse concerning the affaires of Ireland.']","NA",1650,NA
"924","R24658","['A soul-searching catechism,']","['wherein is opened and explained, not onely the six fundamental points set down Heb. 6.1. but also many other questions of highest concernment in Christian religion. Wherein is strong meat for those that are grown, and milk for babes, in a very short catechism at the end, exceeding needful for all families, in these ignorant and unsetled times. Written by Christopher Blackwood, a servant of Christ.']",1653,"52346-a soul-searching catechism wherein is opened and explained not onely six fundamental points set down heb"
"925","R204419","['A letter to the Lord Fairfax, and his Councell of VVar, with divers questions to the lawyers, and ministers:']","['proving it an undeniable equity, that the common people ought to dig, plow, plant and dwell upon the commons, without hiring them, or paying rent to any. Delivere to the Generall and the chief officers on Saturday June 9. By Jerrard Winstanly, in the behalf of those who have begun to dig upon George-Hill in Surrey.']",1649,"157764-a letter to lord fairfax and his councell of vvar with divers questions to lawyers and ministers proving it undeniable equity that common people ought to dig plow plant and dwell upon commons without hiring them or paying rent to any"
"926","R229622","['The humble representation and petition of divers vvel-affected gentlemen, free holders, and others of the county of Oxon.']","['Presented to the supream authority of the nation, the Commons in Parliament Assembled, April 6. 1649. VVith the speech of Mr. Butler at the delivery of the said petition, and the speakers answer thereunto.']",1649,NA
"927","R6885","['Gods doings, and mans duty,']","['opened in a sermon preached before both Houses of Parliament, the Lord Major and aldermen of the city of London, and the Assembly of divines; at the last thanksgiving day, April 2. For the recovering of the West, and disbanding 5000 of the Kings horse, &amp;c. 1645. Quadragesimus ... pariat. This fourty-fifth great yeer, of wondrous worth, Lord grant it may Great Brittains peace bring forth. By Hugh Peters preacher of the Gospel.']",1646,"35890-gods doings and mans duty opened in sermon preached before both houses of parliament lord major and aldermen of city of london and assembly of divines at last thanksgiving day april 2"
"928","R201862","['Redintegratio amoris, or A union of hearts,']","['between the Kings most excellent Majesty, the Right Honorable the Lords and Commons in Parliament, His Excellency Sir Thomas Fairfax, and the Army under his command; the Assembly, and every honest man that desires a sound and durable peace, accompanied with speedy justice and piety. By way of respective apologies, so far as Scripture and reason may be judges. By John Cook of Grayes-Inne, Barrester.']",1647,"103485-redintegratio amoris or union of hearts between kings most excellent majesty right honorable lords and commons in parliament his excellency sir thomas fairfax and army under his command assembly and every honest man that desires sound and durable peace accompanied with speedy justice and piety"
"929","R220139","['Free-grace: or, The flowings of Christs blood freely to sinners.']","['Being an experiment of Iesus Christ upon one who hath been in the bondage of a troubled conscience at times, for the space of about twelve years, till now upon a clearer discovery of Iesus Christ, and the Gospell: wherein divers secrets of the soul, of sinne and temptations, are experimentally opened, and by way of observation, concerning a natural condition, and a mixed condition of law and Gospel: with a further revealing of the Gospel in its glory, liberty, freenesse, and simplicity for salvation. By Iohn Saltmarsh preacher of the Gospel at Brasteed in Kent.']",1646,"4632-free grace or flowings of christs blood freely to sinners being experiment of jesus christ upon one who hath been in bondage of troubled conscience at times for space of about twelve yeers til now upon clearer discovery of jesus christ and gospel wherein divers secrets of soul of sin and temptations are experimentally opened and"
"930","R10508","['Nevves coming up out of the north, sounding towards the south. Or, A blast out of the north up into the south, and so to flie abroad into the world:']","['and a warning to all England, and nations elsewhere. The terrible day of the Lord is appearing, that all your hearts must be ript up and laid naked and open before the mighty God, before Him where nothing can be hid, and that no hiding place will be found for him You have hid your selves some in mountains and some in green trees, and some under hills; but the Lord is coming to make all naked, and strip all. Written from the mouth of the Lord, from one who is naked, and stands naked before the Lord cloathed with righteousnesse, whose name is not known in the world, risen up out of the north; which was prophesied of, but now it is fulfilled: the army is coming up out of the north against you terrible ones, whose weapons are not carnal, but spiritual.']",1655,"49812-newes coming up out of north sounding towards south or blast out of north up into south and so to flie abroad into world and warning to all england and nations elsewhere terrible day of lord is appearing that all your hearts must be ript up and laid naked and open before mighty god before him where nothing can be hid and that no hiding place will be found for him"
"931","R37161","['A true discoverie of the grovnd of the imprisonment of Francis Ellington, Thomas Cocket, and Edward Ferman,']","['whose outward dwellings is in Northamptonshire, who are cast into the common goale in Northampton, by the men that are now in commission to do justice, who never read us any law, or any evidence came against us, shewing our transgression as the following lines make manifest. He that hath an eye to see let him see, and he that hath an ear to hear let him hear.']",1655,"45952-a true discoverie of grovnd of imprisonment of francis ellington thomas cocket and edward ferman whose outward dwellings is in northamptonshire who are cast into common goale in northampton by men that are now in commission to do justice who never read us any law or any evidence came against us shewing our transgression as following lines make manifest"
"932","R206294","['Roma ruens.']","['Dagon falling before the Arke, or, The glory of Christ over-shadowing all other glories. As it was delivered in a sermon before. the right Honourable Lord Major, and the right worshipful aldermen his brethren, at Mercers Chappel. By Nicholas Rust, chaplaine to the right Honourable Lord Major. Magna veritas &amp; prævalet.']",1650,"174166-roma ruens dagon falling before arke or glory of christ over-shadowing all other glories"
"933","R201613","['Eight antiqueries in answer to the author of the eight quæries:']","['proposed to all true lovers of their country and parliaments, and conscientious souldiers in the army.']",1647,NA
"934","R207188","['The babe of glory,']","['breaking forth in the broken flesh of the saints breathing out the life of God (hid in their flesh) now to be revealed and raised, Isa. 40. 5, 6. By William Erbery.']",1653,"131071-babe of glory breaking forth in broken flesh of saints breathing out life of god hid in their flesh now to be revealed and raised isa"
"935","R209064","['The more excellent way: or, A brief discourse of that noble principle in which all worthy actions are wrought.']","NA",1650,NA
"936","R202144","['Davids enemies discovered.']","['VVho of him make songs, but without the Spirit and without understanding, as the drunkard did which he declares of in Psal. 69.12. Or, a true discovery of that custome and forme which the priests of this generation would make an ordinance of, to blind the eyes of the simple, as this priest Clapham: in his 6 arguments, which is here answered, by us who suffer for the truth, whose names according to the flesh are Christopher Atkinson. George Whitehead. Also a brief reply unto Frederick Woodalls three principles and resolves; and with replies to his answers, to several queries propounded to him, that to the simple the truth may be cleared, from one who for the captivated seeds sake suffers now in outward bonds in Norwitch Castle, whose name in the flesh is Richard Hubberthorne.']",1655,"71709-davids enemies discovered vvho of him make songs but without spirit and without understanding as drunkard did which he declares of in psal"
"937","R206011","['A declaration of the bloudie and unchristian acting of William Star and John Taylor of Walton,']","['vvith divers men in womens apparell, in opposition to those that dig upon George-hill in Surrey.']",1649,NA
"938","R211343","['I proclaime from the lord of hosts the returne of the Jewes from their captivity, and the building of the temple in glory, and in their owne land.']","NA",1652,"45179-i proclaime from lord of hosts returne of jewes from their captivity and building of temple in glory and in their owne land "
"939","R208461","['Sparkles of glory, or Some beams of the morning-star.']","['Wherein are many discoveries as to truth, and peace. To the establishment, and pure enlargement of a Christian in spirit and truth. By John Saltmarsh. Preacher of the Gospell.']",1647,"37731-sparkles of glory or some beams of morning-star wherein are many discoveries as to truth and peace"
"940","R206509","['Matæotechnia medicinæ praxeōs. The vanity of the craft of physick. Or, A new dispensatory.']","['Wherein is dissected the errors, ignorance, impostures and supinities of the schools, in their main pillars of purges, blood-letting, fontanels or issues, and diet, &amp;c. and the particular medicines of the shops. With an humble motion for the reformation of the universities, and the whole landscap sic of physick, and discovering the terra incognita of chymistrie. To the Parliament of England. By Noah Biggs, Chymiatrophilos.']",1651,"48062-mataeotechnia medicinae praxeos"
"941","R235371","['The pure language of the spirit of truth, set forth for the confounding false languages, acted out of pride, ambition, and deceit. Or, thee and thou, in its place is the proper language to any single person whatsoever.']","['Proved by several examples, that is herein laid down by plain Scripture, for the convinceing, and stopping the mouths of gainsayers: many more examples might have been laid down, but what is herein mentioned and proved by Scriptures are sufficient for the same.']",1655,"2916-pure language of spirit of truth set forth for confounding false languages acted out of pride ambition and deceit"
"942","R206174","['A vvatch-vvord to the city of London, and the Armie:']","['wherein you may see that Englands freedome, which should be the result of all our victories, is sinking deeper under the Norman power, as appears by the relation of the unrighteous proceedings of Kingstone-Court agains some of the Diggers at George-hill, under colour of law; but yet thereby the cause of the Diggers is more brightened and strengthened: so that every one singly may truly say what his freedome is, and where it lies. By Gerrard Winstanley.']",1649,"157766-a vvatch-vvord to city of london and armie wherein you may see that englands freedome which should be result of all our victories is sinking deeper under norman power as appears by relation of unrighteous proceedings of kingstone-court agains some of diggers at george-hill under colour of law but yet thereby cause of diggers is more brightened and strengthened so that every one singly may truly say what his freedome is and where it lies"
"943","R207252","['A monstrous dispute: or, The language of the beast,']","['in two men professing themselves ministers of the Gospel; both proved at a publike dispute in Lumber-street, Oct. 12. 1653. I. That they are no men, but beasts. II. That they are no ministers, but monsters. William Erbery.']",1653,"131067-a monstrous dispute or language of beast in two men professing themselves ministers of gospel both proved at publike dispute in lumber-street oct"
"944","R218568","['The mysterie of God, concerning the whole creation, mankinde.']","['To be made known to every man and vvoman, after seaven dispensations and seasons of time are passed over. According to the councell of God, revealed to his servants. By Gerrard Winstanley.']",1649,"157770-mysterie of god concerning whole creation mankinde to be made known to every man and vvoman after seaven dispensations and seasons of time are passed over"
"945","R207174","['The great earthquake, Revel. 16. 18. or, Fall of all the churches.']","['Discovering the apostasie of purest churches, not yet sensible of their spiritual whoredoms, EZek. 43.9, 10. Or, The great whore made bare and naked before she be judged, and her flesh burnt with fire, Rev. 27. 16. Proving, that none indeed deny the ordinances of Christ, but present churches not being in a Gospel-order. By William Erbery.']",1654,"131074-great earthquake revel 16 18 or fall of all churches discovering apostasie of purest churches not yet sensible of their spiritual whoredoms ezek"
"946","R207560","['A word from the Lord, to all the world, and all professors in the vvorld;']","['spoken in parables: wherein all may come to read themselves through the parables, and see where they are; also a word to all professors, who cast the pure law of God behind their backs, and turn th grace of God into wantonness, and despite the day of their visitation; with a dreadful voice to all the children of darkness, who hate and deny the light; that all may come to see themselves, and repent, before the fierce wrath of the Lord, which is kindled in England, sweep you all away: by them who are redeemed out of the curse, to serve the living, called Quakers.']",1654,"126736-a word from lord to all world and all professors in vvorld spoken in parables wherein all may come to read themselves through parables and see where they are also word to all professors who cast pure law of god behind their backs and turn th grace of god into wantonness and despite day of their visitation with dreadful voice to all children of darkness who hate and deny light that all may come to see themselves and repent before fierce wrath of lord which is kindled in england sweep you all away by them who are redeemed out of curse to serve living called quakers"
"947","R206630","['A true accompt of the late reducement of the isles of Scilly published;']","['in regard of the many false and scandalous reports, touching that service.']",1651,"181768-a true accompt of reducement of isles of scilly published in regard of many false and scandalous reports touching that service"
"948","R36616","['The prophecy of the spirit of love;']","['set forth by H.N. and by him perused anew, and more distinctly declared. Translated out of Base-Almain into English.']",1649,"154004-prophecy of spirit of love set forth by h"
"949","R176375","['The exaltation of Christ in the dayes of the gospel:']","['as the alone high priest, prophet, and king, of saints. By Thomas Collier, sometimes teacher to the church in Yorke.']",1649,NA
"950","R201852","['The humble acknowledgment and congratulation of thousands of young-men and apprentices, in and about the City of London: to his Excellencie, Sir Thomas Fairfax, Knight, Captain Generall of all the forces in England and Wales.']","['Together with His Excellencies letter in reference to the same.']",1647,NA
"951","R200942","['The building and glory of the truely Christian and spiritual church·']","['Represented in an exposition on Isai. 54, from vers. 11. to the 17. Preached to His Excellency Sir Tho. Fairfax and the general officers of the army, with divers other officers, and souldiers, and people, at Marston, being the head-quarter at the leaguer before Oxford, June. 7. 1646. By William Dell, minister of the Gospel, attending on His Excellencie Sir Thomas Fairfax in the Army. Together with a faithful testimony touching that valiant and victorious army, in the epistle to the reader. Published by authority.']",1646,"38248-building and glory of truely christian and spirituall church represented in exposition on isai"
"952","R226481","['A vvoman forbidden to speak in the church,']","['the grounds examined, the mystery opened, the truth cleared, and the ignorance both of priests, and people discovered· Written by a friend of the truth, whose name in the flesh is Richard Farnvvorth.']",1654,"22250-a vvoman forbidden to speak in church grounds examined mystery opened truth cleared and ignorance both of priests and people discovered"
"953","R177067","['The marrovv of modern divinity:']","['touching both the covenant of works, and the covenant of grace: with their use and end, both in the time of the Old Testament, and in the time of the new. Wherein every one may cleerly see how far forth he bringeth the law into the case of justification, and so deserveth the name of antinomist. With the middle path between them both, which by Jesus Christ leadeth to eternall life. In a dialogue, betwixt Evangelista, a minister of the gospell. Nomista, a legalist. Antinomista, an Antinomian. and Neophytus, a young Christian. The third edition, corrected by the author, E.F. Before the which, there is prefixed the commendatory epistles of divers divines of great esteem in the city of London. Whereunto is also added, the substance of a most spirituall, and evangelicall treatise, called long since, by the name of Patricks Places.']",1646,"388-marrow of modern divinity"
"954","R202155","['A discovery of the man of sin,']","['acting in a mystery of iniquitie, pleading for his kingdom, against the coming of Christ to take away sin. Or, an answer to a book set forth by Tho. Weld of Gateshead, Richard Prideaux, Sam. Hamond, Will. Cole, and Will. Durant of Newcastle By way of reply to an answer of James Naylers to their former book, called The perfect Pharisee: who call themselves ministers of Christ, but are found ministring for the kingdom of Antichrist. Published for clearing the innocency of the truth from their malicious slanders, and discovering their deceits. By one whom the world calls James Nayler.']",1654,"45049-a discovery of man of sin acting in mystery of iniquitie pleading for his kingdom against coming of christ to take away sin or answer to book set forth by tho weld of gateshead richard prideaux sam hammond will"
"955","R31069","['A discovery of the man of sin, acting in a mystery of iniquitie, pleading for his kingdom, against the coming of Christ to take away sin. Or, an answer to a book set forth by Tho. Weld of Gateshead,']","['Richard Prideaux, Sam Hammond, Will. Cole, and Will Durant of Newcastle. By way of reply to an answer of Iames Naylers to their former book, called The perfect pharisee: and may also serve as an answer to a book written by one farmer of Bristoll; his cheif objections being herein answered, and the said farmer found to be ministring for the kingdom of Antichrist. Published by one whom the world calls James Nayler.']",1655,"45049-a discovery of man of sin acting in mystery of iniquitie pleading for his kingdom against coming of christ to take away sin or answer to book set forth by tho weld of gateshead richard prideaux sam hammond will"
"956","R207336","['The discovery of the great enmity of the serpent against the seed of the woman, which witnesseth against him where he rules, both in rulers priests and people:']","['whose hearts are now made manifest in this great day of the Lords power; wherein he is sending his sons and daughters in the power of his spirit to run to and fro to declare his word. Which discovereth the state of England, who according to her own lusts hath heaped up teachers to her selfe that hath spoken smooth things to her, calling her the beautifull church and spouse of Christ; but in the day of tryall she is found in enmity to Christ ... A true testimony of him the world knows by name, William Deusbery, and in scorn calls Quaker; who hath been by them imprisoned in York, Darby, Leicester, and Northampton, where he is now kept in the common goal ... Also his call to the ministry of the everlasting Gospel by the still voyce of the Spirit of God ... The word of the Lord to all in England whom the Lord hath betrusted with power ... With a lamentation over all in England; who oppose Christ in his spiritual appearance, and to slight the day of your visitation to your own destruction. From the common goal in Northampton the 25 day of the 4 month. 1655.']",1655,"49261-discovery of great enmity of serpent against seed of woman which witnesseth against him where he rules both in rulers priests and people whose hearts are now made manifest in this great day of lords power wherein he is sending his sons and daughters in power of his spirit to run to and fro to declare his word"
"957","R207431","['Ishmael, and his mother cast out into the wilderness amongst the wild beasts of the same nature. Or a reply to a book entitulled, The Scriptures proved to be the word of God,']","['put forth by one of Ishmaels children, who calls himself a minister of the Gospel, and a pastor of S. Austins and Savours parish in Norwich; but is clearly made manifest by the light of God in his servants, to be a scoffer, and an enemy to the Gospel, which the saints of God are ministers of, and sufferers for, by such as he is, who Ishmael-like, hath laid his folly open, and is discovered to the faithful, who are of Abraham, and of the seed of promise. Also, a cleer distinction between the minsters of Christ, who are of the seed of Abraham, and the priests of this generation, who are of Ishmaels root; who with the truth are plainly made manifest, by the light of Christ in us, who for the testimony of God do suffer by the sons of Hagar, and this generation of priests in Norwich: ... . Given forth from the spirit of the Lord in us that do suffer in the goal of Norwich for the truths sake, ... Christopher Atkinson, George Whitehead, James Lancaster, Thomas Simonds.']",1655,"37869-ishmael and his mother cast out into wilderness amongst wild beasts of same nature or reply to book entitulled scriptures proved to be word of god put forth by one of ishmaels children who calls himself minister of gospel and pastor of s"
"958","R206645","['The path of the just cleared;']","['and cruelty and tyranny laid open. Or a few words to you priests, and magistrates of this nation, (who say we deny the Scriptures, and that we are antichrists and deceivers, and that we deny the word of God,) wherein your oppression and tyranny is laid open, which by you is unjustly acted against the servants of the living God, who by the world which hate the light of Christ, are in derision called Quakers ... Also the ground and cause of the imprisonment of George Whitehead and John Harwood ... in the goal of Bury in Suffolk. Also a copy of a paper, which ... Richard Clayton, was moved to set upon a steeple-house door at Bury in Suffolk, for which he was caused to be whipped by one Thomas Waldergrave, justice of the peace in the said county. From the spirit of the living God in me, whose name in the flesh is George Whitehead ... the 4. day of the 7. month. 1655. Also, a paper against the sin of idleness ... which is contrary to the Gospel of Christ.']",1655,"91268-path of just cleared and cruelty and tyranny laid open"
"959","R31292","['An exposition with practical observations continued vpon the fourth, fifth, sixth and seventh chapters of the book of Job.']","['Being the substance of XXXV. lectures delivered at Magnus neer the Bridg, London. By Joseph Caryl, preacher to the Honorable Society of Lincolns-Inne.']",1648,"10440-an exposition with practical observations continued vpon fourth fifth sixth and seventh chapters of book of job being substance of xxxv"
"960","R202136","['Churches gathered against Christ and his kingdom. Or, A petition answered,']","['wherein, is plainly shewed how the petitioners go about to take the kingdom, care of his servants, and propagating of his Gospel out of the hand of Christ, and would put it into the hands of the powers of the earth, contrary to the words of Christ, and practice of all the saints in Scriptures, laid open that all who fear the Lord, may search the Scriptures and withdraw from the tents of these wicked men, and their covetous practises. Also, a word to those to whom this petition is preferred, that above all they meddle not in the kingdom of Christ, for all that have done it, or shall do it shall be broken to pieces, for he alone will reign, and all flesh shall cast their crowns at his feet, even so amen. Written by one whom the world knows by the name of James Nayler.']",1654,"105053-churches gathered against christ and his kingdom or petition answered wherein is plainly shewed how petitioners go about to take kingdom care of his servants and propagating of his gospel out of hand of christ and would put it into hands of powers of earth contrary to words of christ and practice of all saints in scriptures laid open that all who fear lord may search scriptures and withdraw from tents of these wicked men and their covetous practises"
"961","R222420","['The state of Christianity examined, unfolded, and characterd: or, the seed of God, sorted and singled out from among the several sorts of professors, that call themselves the people of God.']","['Also, a fair warning to all men, of Christs certain, suddain, and glorious coming, with the nature and manner of the saints judging the world. Together with a discourse of the saints victory over the world, by the word and suffering. To which is added the more excellent way: or, a brief discourse of that noble principle, in which all worthy actions are wrought.']",1655,NA
"962","R202139","['A true discovery of the ignorance, blindness, and darkness of those who are called magistrates about Carlile in Cumberland, who call light darkness, and truth error, and judge them blasphemers who are sent of the Lord to declare the eternal word of truth amongst them,']","['but the Lord hath made himself manifest in the hearts of his people, and opened their eyes here in the northern parts, whereby they plainly see the tyranny, oppression, and cruelty of those who are called magistrates and rulers, who do imprison the servants of the most high God, for declaring against sin and abomination, held up in markets and steeple-houses, and so they that depart from iniquity and stand in obedience to the commands of the Lord, makes himself a prey to that generation; but the Lord is risen for Sions deliverance, all praise and glory be to him for evermore. J.C.']",1654,"111530-a true discovery of ignorance blindness and darkness of those who are called magistrates about carlile in cumberland who call light darkness and truth error and judge them blasphemers who are sent of lord to declare eternal word of truth amongst them but lord hath made himself manifest in hearts of his people and opened their eyes here in northern parts whereby they plainly see tyranny oppression and cruelty of those who are called magistrates and rulers who do imprison servants of most high god for declaring against sin and abomination held up in markets and steeple-houses and so they that depart from iniquity and stand in obedience to commands of lord makes himself prey to that generation but lord is risen for sions deliverance all praise and glory be to him for evermore"
"963","R43712","['The fruits of a fast']","['appointed by the churches gathered against Christ and his kingdom, who go about to mock God with their outside-worship, and appointed fasts, and dayes of voluntary humiliation, or, A declaration of the persecution of a messenger of the Lord, by a people who go under the name of Independants, in Essex ... as also, the of the unjust dealing of Judge Hills ... at the assizes in Chansford ... by ... James Parnell.']",1655,"42413-frvits of fast appointed by churches gathered against christ and his kingdom who go about to mock god with their outside-worship and appointed fasts and dayes of voluntary humiliation or declaration of persecution of messenger of lord by people who go under name of independants in essex who have set themselves in enmity of their spirits to oppose truth of god calling it lye and persecuting his messengers as deceivers and wanderers wherein their persecuting spirits is made manifest and them to be in cains generation and strangers to spirit of christ which never persecuted and so are none of his rom"
"964","R27296","['The discovery of mans return to his first estate by the operation of the power of God in the great work of regeneration.']","['With a word to all saints, who set their faces towards Sion to seek the Lord their God. And to those that are waiting in Sion, to worship him in spirit and truth. A word to the back-slider, who hath tasted of the good word of God, and the powers of the world to come, and hath turned the grace of God into wantonness, and gone back into spiritual Sodom and Egypt, where our Lord is crucified. With a discovery of Mystery-Babylon and her merchants: with a word to the hard-hearted unbelieving Jews, who profess Christ in words, and deny to be guided by his counsel, the light in their conscience, and stumble at him to their own destruction. From the spirit of the Lord, written by one whom the people of this world calls a Quaker, whose name in the flesh is William Deusbury; but hath a new name, the world knows not, written in the book of life.']",1655,"4934-discovery of mans return to his first estate"
"965","R179091","['Iesus Christ manifested.']","['As he is the beginning and the ending of the creation of God, the first and the last: wherein is also shewed his personall reigne here upon earth a thousand yeares, at his second comming, before he deliver up the kingdome to the father. Which fulness that is in Christ, will be in Gods due time displayed and laid open: that every eye may see it, and acknowledg it, and mourn for the narrow &amp; mistaken thoughts, which hitherto they have had of the riches of their Saviours Glory. But is now like an abortive, brought forth in much weaknesse, and in great imperfection of expression (we at the best as yet having this treasure but in earthen vessels:) and is intended by the author for the view only of some speciall friends of his, in some few copies printed for that purpose, from whose love he assures himselfe a covering to his infirmities.']",1648,NA
"966","R207449","['A discovery of the Beast got into the seat of the false prophet,']","['who hath opened his mouth in blasphemy, to deny the Father, and the Son, and the Spirit, or ought in man above nature, to guide man out of his natural estate; that so he might establish his beastly kingdome Or, An answer to a paper set out by T. Winterton, wherein he would prove something against the Quakers if he could; but hath gone so far as he hath proved himself an atheist, without God, or the sure foundation; yet in his busie corrupt carnal senses would be a teacher, whereof all that loves the Lord are hereby warned; in love to your soules. By a witnesse to the true light in spirit, called James Nayler.']",1655,"45047-a discovery of beast got into seat of false prophet who hath opened his mouth in blasphemy to deny father and son and spirit or ought in man above nature to guide man out of his natural estate that so he might establish his beastly kingdome or answer to paper set out by t"
